collection,filename,page numbers,pages in document,main title,sub title,alt title,descriptive title,author,publication,volume,issue/number,date (month.day/season),year,publisher,publisher location,subjects
russian,fla-TolstoyLN-mtc1-0011-002.tif,334-335,333-337,TOLSTOI AND BOLSHEVISM,--,--,--,"Mereschkovski, Dimitri",Living Age,309,,05.07,1921,The Living Age Company,"Boston, MA",Leo Tolstoy
russian,fla-TolstoyLN-mtc1-0011-003.tif,336-337,333-337,TOLSTOI AND BOLSHEVISM,--,--,--,"Mereschkovski, Dimitri",Living Age,309,,05.07,1921,The Living Age Company,"Boston, MA",Leo Tolstoy
russian,fla-TolstoyLN-mtc1-0012-001.tif,688-689,688-690,TOLSTOY LETTERS,--,--,--,"Tolstoy, L.N.",Living Age,309,,06.18,1921,The Living Age Company,"Boston, MA",Leo Tolstoy
russian,fla-TolstoyLN-mtc1-0012-002.tif,690,688-690,TOLSTOY LETTERS,--,--,--,"Tolstoy, L.N.",Living Age,309,,06.18,1921,The Living Age Company,"Boston, MA",Leo Tolstoy
russian,fla-TolstoyLN-mtc1-0013-001.tif,92-93,92-97,NEW TOLSTOYANA.,--,--,--,"Bulgakov, Valentine",Living Age,312,,01.14,1922,The Living Age Company,"Boston, MA",Leo Tolstoy
russian,fla-TolstoyLN-mtc1-0013-002.tif,94-95,92-97,NEW TOLSTOYANA.,--,--,--,"Bulgakov, Valentine",Living Age,312,,01.14,1922,The Living Age Company,"Boston, MA",Leo Tolstoy
russian,fla-TolstoyLN-mtc1-0013-003.tif,96,92-97,NEW TOLSTOYANA.,--,--,--,"Bulgakov, Valentine",Living Age,312,,01.14,1922,The Living Age Company,"Boston, MA",Leo Tolstoy
russian,fla-TolstoyLN-mtc1-0013-004.tif,97,92-97,NEW TOLSTOYANA.,--,--,--,"Bulgakov, Valentine",Living Age,312,,01.14,1922,The Living Age Company,"Boston, MA",Leo Tolstoy
russian,fla-TolstoyLN-mtc1-0014-001.tif,409,409-412,THOUGHTS UPON GOETHE AND TOLSTOI,--,--,--,"Mann, Thomas",Living Age,312,,02.18,1922,The Living Age Company,"Boston, MA",Johann Wolfgang von Goethe ; Leo Tolstoy ; Fyodor Dostoyevsky ; Friedrich Schiller
russian,fla-TolstoyLN-mtc1-0014-002.tif,410-411,409-412,THOUGHTS UPON GOETHE AND TOLSTOI,--,--,--,"Mann, Thomas",Living Age,312,,02.18,1922,The Living Age Company,"Boston, MA",Johann Wolfgang von Goethe ; Leo Tolstoy ; Fyodor Dostoyevsky ; Friedrich Schiller
russian,fla-TolstoyLN-mtc1-0014-003.tif,412,409-412,THOUGHTS UPON GOETHE AND TOLSTOI,--,--,--,"Mann, Thomas",Living Age,312,,02.18,1922,The Living Age Company,"Boston, MA",Johann Wolfgang von Goethe ; Leo Tolstoy ; Fyodor Dostoyevsky ; Friedrich Schiller
russian,fla-TolstoyLN-mtc1-0015-001.tif,533,533-535,EXTRACTS FROM TOLSTOI'S DIARY,--,--,--,"Tolstoy, L.N.",Living Age,312,,03.04,1922,The Living Age Company,"Boston, MA",Johann Wolfgang von Goethe ; Leo Tolstoy ; Fyodor Dostoyevsky ; Friedrich Schiller
russian,fla-TolstoyLN-mtc1-0015-002.tif,534-535,533-535,EXTRACTS FROM TOLSTOI'S DIARY,--,--,--,"Tolstoy, L.N.",Living Age,312,,03.04,1922,The Living Age Company,"Boston, MA",Johann Wolfgang von Goethe ; Leo Tolstoy ; Fyodor Dostoyevsky ; Friedrich Schiller
russian,fla-TolstoyLN-ayl1-0001-001A.tif,179,179-182,TOLSTOY THE REFORMER AT EIGHTY.,--,--,--,"Strunksy, Simeon",Nation,87,2252,08.27,1908,New York Evening Post Co.,"New York, NY",Leo Tolstoy
russian,fla-TolstoyLN-ayl1-0001-001B.tif,179,179-183,TOLSTOY THE REFORMER AT EIGHTY.,--,--,--,"Strunksy, Simeon",Nation,87,2252,08.27,1908,New York Evening Post Co.,"New York, NY",Leo Tolstoy
russian,fla-TolstoyLN-ayl1-0001-002.tif,180,179-184,TOLSTOY THE REFORMER AT EIGHTY.,--,--,--,"Strunksy, Simeon",Nation,87,2252,08.27,1908,New York Evening Post Co.,"New York, NY",Leo Tolstoy
russian,fla-TolstoyLN-ayl1-0001-003.tif,181,179-185,TOLSTOY THE REFORMER AT EIGHTY.,--,--,--,"Strunksy, Simeon",Nation,87,2252,08.27,1908,New York Evening Post Co.,"New York, NY",Leo Tolstoy
russian,fla-TolstoyLN-ayl1-0001-004.tif,182,179-186,TOLSTOY THE REFORMER AT EIGHTY.,--,--,--,"Strunksy, Simeon",Nation,87,2252,08.27,1908,New York Evening Post Co.,"New York, NY",Leo Tolstoy
russian,fla-TolstoyLN-ayl1-0009-001.tif,490,490-492,TOLSTOY.,--,--,--,--,Nation,91,2369,11.24,1910,New York Evening Post Co.,"New York, NY",Leo Tolstoy ; Leo Tolstoy
russian,fla-TolstoyLN-ayl1-0009-002.tif,491,490-493,TOLSTOY.,--,--,--,--,Nation,91,2369,11.24,1910,New York Evening Post Co.,"New York, NY",Leo Tolstoy ; Leo Tolstoy
russian,fla-TolstoyLN-ayl1-0009-003A.tif,492,490-494,TOLSTOY.,--,--,--,--,Nation,91,2369,11.24,1910,New York Evening Post Co.,"New York, NY",Leo Tolstoy ; Leo Tolstoy
russian,fla-TolstoyLN-ayl1-0009-003B.tif,492,490-494,TOLSTOY.,--,--,--,--,Nation,91,2369,11.24,1910,New York Evening Post Co.,"New York, NY",Leo Tolstoy ; Leo Tolstoy
russian,fla-TolstoyLN-ayl1-0010-001.tif,165,165,HOW TO SPELL TOLSTOY.,--,--,--,"Dole, Nathan Haskell",Nation,92,,02.16,1911,New York Evening Post Co.,"New York, NY",Leo Tolstoy ; Leo Tolstoy
russian,fla-TolstoyLN-ayl1-0011-001.tif,265,265,HOW TO SPELL TOLSTOY.,--,--,--,"Maude, Aylmer",Nation,92,,03.16,1911,New York Evening Post Co.,"New York, NY",Leo Tolstoy ; Leo Tolstoy
russian,fla-TolstoyLN-ayl1-0012-001.tif,237,237-238,BIOGRAPHIES OF TOLSTOY.,--,--,"Reviews of The Life of Tolstoy by Paul Birukoff, translated from Russian. New York: Cassell & Co.; The Life of Count Lyof N. Tolstoi by Nathan Haskell Dole. New York: Thomas Y. Crowell & Co.; Tolstoy by Romain Rolland. New York: E. P. Duton & Co.",--,Nation,94,2436,03.07,1912,New York Evening Post Co.,"New York, NY",Leo Tolstoy ; Leo Tolstoy
russian,fla-TolstoyLN-ayl1-0012-002.tif,238,237-238,BIOGRAPHIES OF TOLSTOY.,--,--,"Reviews of The Life of Tolstoy by Paul Birukoff, translated from Russian. New York: Cassell & Co.; The Life of Count Lyof N. Tolstoi by Nathan Haskell Dole. New York: Thomas Y. Crowell & Co.; Tolstoy by Romain Rolland. New York: E. P. Duton & Co.",--,Nation,94,2436,03.07,1912,New York Evening Post Co.,"New York, NY",Leo Tolstoy ; Leo Tolstoy
russian,fla-TolstoyLN-ayl1-0013-001.tif,613,613-615,THE POSTHUMOUS WORKS OF TOLSTOY.,--,--,"Reviews of Hadji Murad, Father Sergius and Other Stories, The Forged Coupon and Other Stories, The Man Who Was Dead: The Cause of It All, The Light That Shines in Darkness by Leo Tolstoy. New York: Dodd, Mead & Co.",--,Nation,94,2451,01.20,1912,New York Evening Post Co.,"New York, NY",Leo Tolstoy
russian,fla-TolstoyLN-ayl1-0013-002.tif,614,613-615,THE POSTHUMOUS WORKS OF TOLSTOY.,--,--,"Reviews of Hadji Murad, Father Sergius and Other Stories, The Forged Coupon and Other Stories, The Man Who Was Dead: The Cause of It All, The Light That Shines in Darkness by Leo Tolstoy. New York: Dodd, Mead & Co.",--,Nation,94,2451,01.20,1912,New York Evening Post Co.,"New York, NY",Leo Tolstoy
russian,fla-TolstoyLN-ayl1-0013-003.tif,615,613-615,THE POSTHUMOUS WORKS OF TOLSTOY.,--,--,"Reviews of Hadji Murad, Father Sergius and Other Stories, The Forged Coupon and Other Stories, The Man Who Was Dead: The Cause of It All, The Light That Shines in Darkness by Leo Tolstoy. New York: Dodd, Mead & Co.",--,Nation,94,2451,01.20,1912,New York Evening Post Co.,"New York, NY",Leo Tolstoy
russian,fla-TolstoyLN-ayl1-0014-001.tif,236,236,--,--,--,untitled paragraph regarding the Tolstoy Museum and the correspondence between Tolstoy and N. N. Strachov,--,Nation,96,2488,,1913,New York Evening Post Co.,"New York, NY",Leo Tolstoy
russian,fla-TolstoyLN-ayl1-0015-001.tif,134,134-135,Letters From Tolstoi,--,--,Letters to E. H. Schmitt,"Tolstoi, Leo| Scheffauer, Herman Geogre, trans.",Nation,122,3162,02.10,1926,New York Evening Post Co.,"New York, NY",Leo Tolstoy
russian,fla-TolstoyLN-ayl1-0015-002.tif,135,134-135,Letters From Tolstoi,--,--,Letters to E. H. Schmitt,"Tolstoi, Leo| Scheffauer, Herman Geogre, trans.",Nation,122,3162,02.10,1926,New York Evening Post Co.,"New York, NY",Leo Tolstoy
russian,fla-TolstoyLN-ayl1-0016-001.tif,699,699,First Glance,--,--,"Review of The Devil by Tolstoi, trans. Aylmer Maude. Harper.","Van Doren, Mark",Nation,122,,,1926,New York Evening Post Co.,"New York, NY",Leo Tolstoy
russian,fla-TolstoyLN-ayl1-0017-001.tif,218,218-219,Tolstoi as a Novelist,--,--,--,"Galsworthy, John",Nation,127,3296,09.05,1928,New York Evening Post Co.,"New York, NY",Leo Tolstoy
russian,fla-TolstoyLN-ayl1-0017-002.tif,219,218-219,Tolstoi as a Novelist,--,--,--,"Galsworthy, John",Nation,127,3296,09.05,1928,New York Evening Post Co.,"New York, NY",Leo Tolstoy
russian,fla-TolstoyLN-ayl1-0018-001.tif,640,640-641,"Reinhardt's ""Redemption""",--,--,--,"Krutch, Joseph Wood",Nation,127,3309,12.05,1928,New York Evening Post Co.,"New York, NY",Leo Tolstoy
russian,fla-TolstoyLN-ayl1-0018-002.tif,641,640-641,"Reinhardt's ""Redemption""",--,--,--,"Krutch, Joseph Wood",Nation,127,3309,12.05,1928,New York Evening Post Co.,"New York, NY",Leo Tolstoy
russian,fla-TolstoyLN-ayl1-0019-001.tif,649,649-650,The Porcelian Sophia Andreyevna,A Letter of Leo Tolstoy,--,--,--,Nation,130,3387,06.04,1930,New York Evening Post Co.,"New York, NY",Leo Tolstoy
russian,fla-TolstoyLN-ayl1-0019-002.tif,650,649-650,The Porcelian Sophia Andreyevna,A Letter of Leo Tolstoy,--,--,--,Nation,130,3387,06.04,1930,New York Evening Post Co.,"New York, NY",Leo Tolstoy
russian,fla-TolstoyLN-ayl1-0020-001.tif,68,68-70,Marxism or Tolstoyism?,--,--,--,"Hazlitt, Henry",Nation,136,3524,01.18,1933,New York Evening Post Co.,"New York, NY",Leo Tolstoy
russian,fla-TolstoyLN-ayl1-0020-002.tif,69,68-70,Marxism or Tolstoyism?,--,--,--,"Hazlitt, Henry",Nation,136,3524,01.18,1933,New York Evening Post Co.,"New York, NY",Leo Tolstoy
russian,fla-TolstoyLN-ayl1-0020-003.tif,70,68-70,Marxism or Tolstoyism?,--,--,--,"Hazlitt, Henry",Nation,136,3524,01.18,1933,New York Evening Post Co.,"New York, NY",Leo Tolstoy
russian,fla-TolstoyLN-ame1-0016-001.tif,154,154-155,Count Tolstoi,--,--,--,"Ward, M.A.",Current Literature,29,2,08.00,1900,Current Literature Publishing Co.,"New York, NY",Leo Tolstoy
russian,fla-TolstoyLN-ame1-0016-002.tif,155,154-155,Count Tolstoi,--,--,--,"Ward, M.A.",Current Literature,29,2,08.00,1900,Current Literature Publishing Co.,"New York, NY",Leo Tolstoy
russian,fla-TolstoyLN-ame1-0017-001.tif,149,149,General Gossip of  Authors and Writers,--,--,--,--,Current Literature,29,2,08.00,1900,Current Literature Publishing Co.,"New York, NY",Leo Tolstoy
russian,fla-TolstoyLN-ame1-0018-001.tif,5,5,Tolstoi and the Church,--,--,--,--,Current Literature,30,1,01.00,1901,Current Literature Publishing Co.,"New York, NY",Leo Tolstoy
russian,fla-TolstoyLN-ame1-0019-001.tif,665,665,General Gossip of Authors and Writers,--,--,--,--,Current Literature,30,6,06.00,1901,Current Literature Publishing Co.,"New York, NY",Leo Tolstoy
russian,fla-TolstoyLN-ame1-0020-001A.tif,402,402,"Some of the ""Words of a Free Man""",--,--,--,"Tolstoi, Count Leon",Current Literature,31,4,10.00,1901,Current Literature Publishing Co.,"New York, NY",Leo Tolstoy
russian,fla-TolstoyLN-ame1-0020-001B.tif,402,402,"Some of the ""Words of a Free Man""",--,--,--,"Tolstoi, Count Leon",Current Literature,31,4,10.00,1901,Current Literature Publishing Co.,"New York, NY",Leo Tolstoy
russian,fla-TolstoyLN-mtc1-0016-001.tif,503,503,A MESSAGE TO THE AMERICAN PEOPLE.,Extract from  a letter from Count Tolstoy to Mr. Edward Garnett,--,--,"Tolstoy, Leo",North American Review,172,,04.00,1901,North American Review Corporation,,Leo Tolstoy
russian,fla-TolstoyLN-mtc1-0017-001.tif,504,504-519,"TOLSTOY AND ""RESURRECTION.""",--,--,--,"Garnett, Constance;Garnett, Edward",North American Review,172,,04.00,1901,North American Review Corporation,,Leo Tolstoy
russian,fla-TolstoyLN-mtc1-0017-002.tif,505,504-519,"TOLSTOY AND ""RESURRECTION.""",--,--,--,"Garnett, Constance;Garnett, Edward",North American Review,172,,04.00,1901,North American Review Corporation,,Leo Tolstoy
russian,fla-TolstoyLN-mtc1-0017-003.tif,506,504-519,"TOLSTOY AND ""RESURRECTION.""",--,--,--,"Garnett, Constance;Garnett, Edward",North American Review,172,,04.00,1901,North American Review Corporation,,Leo Tolstoy
russian,fla-TolstoyLN-mtc1-0017-004.tif,507,504-519,"TOLSTOY AND ""RESURRECTION.""",--,--,--,"Garnett, Constance;Garnett, Edward",North American Review,172,,04.00,1901,North American Review Corporation,,Leo Tolstoy
russian,fla-TolstoyLN-mtc1-0017-005.tif,508,504-519,"TOLSTOY AND ""RESURRECTION.""",--,--,--,"Garnett, Constance;Garnett, Edward",North American Review,172,,04.00,1901,North American Review Corporation,,Leo Tolstoy
russian,fla-TolstoyLN-mtc1-0017-006.tif,509,504-519,"TOLSTOY AND ""RESURRECTION.""",--,--,--,"Garnett, Constance;Garnett, Edward",North American Review,172,,04.00,1901,North American Review Corporation,,Leo Tolstoy
russian,fla-TolstoyLN-mtc1-0017-007.tif,510,504-519,"TOLSTOY AND ""RESURRECTION.""",--,--,--,"Garnett, Constance;Garnett, Edward",North American Review,172,,04.00,1901,North American Review Corporation,,Leo Tolstoy
russian,fla-TolstoyLN-mtc1-0017-008.tif,511,504-519,"TOLSTOY AND ""RESURRECTION.""",--,--,--,"Garnett, Constance;Garnett, Edward",North American Review,172,,04.00,1901,North American Review Corporation,,Leo Tolstoy
russian,fla-TolstoyLN-mtc1-0017-009.tif,512,504-519,"TOLSTOY AND ""RESURRECTION.""",--,--,--,"Garnett, Constance;Garnett, Edward",North American Review,172,,04.00,1901,North American Review Corporation,,Leo Tolstoy
russian,fla-TolstoyLN-mtc1-0017-010.tif,513,504-519,"TOLSTOY AND ""RESURRECTION.""",--,--,--,"Garnett, Constance;Garnett, Edward",North American Review,172,,04.00,1901,North American Review Corporation,,Leo Tolstoy
russian,fla-TolstoyLN-mtc1-0017-011.tif,514,504-519,"TOLSTOY AND ""RESURRECTION.""",--,--,--,"Garnett, Constance;Garnett, Edward",North American Review,172,,04.00,1901,North American Review Corporation,,Leo Tolstoy
russian,fla-TolstoyLN-mtc1-0017-012.tif,515,504-519,"TOLSTOY AND ""RESURRECTION.""",--,--,--,"Garnett, Constance;Garnett, Edward",North American Review,172,,04.00,1901,North American Review Corporation,,Leo Tolstoy
russian,fla-TolstoyLN-mtc1-0017-013.tif,516,504-519,"TOLSTOY AND ""RESURRECTION.""",--,--,--,"Garnett, Constance;Garnett, Edward",North American Review,172,,04.00,1901,North American Review Corporation,,Leo Tolstoy
russian,fla-TolstoyLN-mtc1-0017-014.tif,517,504-519,"TOLSTOY AND ""RESURRECTION.""",--,--,--,"Garnett, Constance;Garnett, Edward",North American Review,172,,04.00,1901,North American Review Corporation,,Leo Tolstoy
russian,fla-TolstoyLN-mtc1-0017-015.tif,518,504-519,"TOLSTOY AND ""RESURRECTION.""",--,--,--,"Garnett, Constance;Garnett, Edward",North American Review,172,,04.00,1901,North American Review Corporation,,Leo Tolstoy
russian,fla-TolstoyLN-mtc1-0017-016.tif,519,504-519,"TOLSTOY AND ""RESURRECTION.""",--,--,--,"Garnett, Constance;Garnett, Edward",North American Review,172,,04.00,1901,North American Review Corporation,,Leo Tolstoy
russian,fla-TolstoyLN-mtc1-0018-001.tif,524,524-541,TOLSTOY AS PROPHET.,Notes on the Psychology of Ascetism.,--,--,"Lee, Vernon",North American Review,182,,04.00,1906,North American Review Corporation,,Leo Tolstoy
russian,fla-TolstoyLN-mtc1-0018-002.tif,525,524-541,TOLSTOY AS PROPHET.,Notes on the Psychology of Ascetism.,--,--,"Lee, Vernon",North American Review,182,,04.00,1906,North American Review Corporation,,Leo Tolstoy
russian,fla-TolstoyLN-mtc1-0018-003.tif,526,524-541,TOLSTOY AS PROPHET.,Notes on the Psychology of Ascetism.,--,--,"Lee, Vernon",North American Review,182,,04.00,1906,North American Review Corporation,,Leo Tolstoy
russian,fla-TolstoyLN-mtc1-0018-004.tif,527,524-541,TOLSTOY AS PROPHET.,Notes on the Psychology of Ascetism.,--,--,"Lee, Vernon",North American Review,182,,04.00,1906,North American Review Corporation,,Leo Tolstoy
russian,fla-TolstoyLN-mtc1-0018-005.tif,528,524-541,TOLSTOY AS PROPHET.,Notes on the Psychology of Ascetism.,--,--,"Lee, Vernon",North American Review,182,,04.00,1906,North American Review Corporation,,Leo Tolstoy
russian,fla-TolstoyLN-mtc1-0018-006.tif,529,524-541,TOLSTOY AS PROPHET.,Notes on the Psychology of Ascetism.,--,--,"Lee, Vernon",North American Review,182,,04.00,1906,North American Review Corporation,,Leo Tolstoy
russian,fla-TolstoyLN-mtc1-0018-007.tif,530,524-541,TOLSTOY AS PROPHET.,Notes on the Psychology of Ascetism.,--,--,"Lee, Vernon",North American Review,182,,04.00,1906,North American Review Corporation,,Leo Tolstoy
russian,fla-TolstoyLN-mtc1-0018-008.tif,531,524-541,TOLSTOY AS PROPHET.,Notes on the Psychology of Ascetism.,--,--,"Lee, Vernon",North American Review,182,,04.00,1906,North American Review Corporation,,Leo Tolstoy
russian,fla-TolstoyLN-mtc1-0018-009.tif,532,524-541,TOLSTOY AS PROPHET.,Notes on the Psychology of Ascetism.,--,--,"Lee, Vernon",North American Review,182,,04.00,1906,North American Review Corporation,,Leo Tolstoy
russian,fla-TolstoyLN-mtc1-0018-010.tif,533,524-541,TOLSTOY AS PROPHET.,Notes on the Psychology of Ascetism.,--,--,"Lee, Vernon",North American Review,182,,04.00,1906,North American Review Corporation,,Leo Tolstoy
russian,fla-TolstoyLN-mtc1-0018-011.tif,534,524-541,TOLSTOY AS PROPHET.,Notes on the Psychology of Ascetism.,--,--,"Lee, Vernon",North American Review,182,,04.00,1906,North American Review Corporation,,Leo Tolstoy
russian,fla-TolstoyLN-mtc1-0018-012.tif,535,524-541,TOLSTOY AS PROPHET.,Notes on the Psychology of Ascetism.,--,--,"Lee, Vernon",North American Review,182,,04.00,1906,North American Review Corporation,,Leo Tolstoy
russian,fla-TolstoyLN-mtc1-0018-013.tif,536,524-541,TOLSTOY AS PROPHET.,Notes on the Psychology of Ascetism.,--,--,"Lee, Vernon",North American Review,182,,04.00,1906,North American Review Corporation,,Leo Tolstoy
russian,fla-TolstoyLN-mtc1-0018-014.tif,537,524-541,TOLSTOY AS PROPHET.,Notes on the Psychology of Ascetism.,--,--,"Lee, Vernon",North American Review,182,,04.00,1906,North American Review Corporation,,Leo Tolstoy
russian,fla-TolstoyLN-mtc1-0018-015.tif,538,524-541,TOLSTOY AS PROPHET.,Notes on the Psychology of Ascetism.,--,--,"Lee, Vernon",North American Review,182,,04.00,1906,North American Review Corporation,,Leo Tolstoy
russian,fla-TolstoyLN-mtc1-0018-016.tif,539,524-541,TOLSTOY AS PROPHET.,Notes on the Psychology of Ascetism.,--,--,"Lee, Vernon",North American Review,182,,04.00,1906,North American Review Corporation,,Leo Tolstoy
russian,fla-TolstoyLN-mtc1-0018-017.tif,540,524-541,TOLSTOY AS PROPHET.,Notes on the Psychology of Ascetism.,--,--,"Lee, Vernon",North American Review,182,,04.00,1906,North American Review Corporation,,Leo Tolstoy
russian,fla-TolstoyLN-mtc1-0018-018.tif,541,524-541,TOLSTOY AS PROPHET.,Notes on the Psychology of Ascetism.,--,--,"Lee, Vernon",North American Review,182,,04.00,1906,North American Review Corporation,,Leo Tolstoy
russian,fla-TolstoyLN-mtc1-0019-001.tif,842,842-859,LYOF N. TOLSTOY.,--,--,--,"Howells, W. D.",North American Review,188,,12.00,1908,North American Review Corporation,,Leo Tolstoy
russian,fla-TolstoyLN-mtc1-0019-002.tif,843,842-859,LYOF N. TOLSTOY.,--,--,--,"Howells, W. D.",North American Review,188,,12.00,1908,North American Review Corporation,,Leo Tolstoy
russian,fla-TolstoyLN-mtc1-0019-003.tif,844,842-859,LYOF N. TOLSTOY.,--,--,--,"Howells, W. D.",North American Review,188,,12.00,1908,North American Review Corporation,,Leo Tolstoy
russian,fla-TolstoyLN-mtc1-0019-004.tif,845,842-859,LYOF N. TOLSTOY.,--,--,--,"Howells, W. D.",North American Review,188,,12.00,1908,North American Review Corporation,,Leo Tolstoy
russian,fla-TolstoyLN-mtc1-0019-005.tif,846,842-859,LYOF N. TOLSTOY.,--,--,--,"Howells, W. D.",North American Review,188,,12.00,1908,North American Review Corporation,,Leo Tolstoy
russian,fla-TolstoyLN-mtc1-0019-006.tif,847,842-859,LYOF N. TOLSTOY.,--,--,--,"Howells, W. D.",North American Review,188,,12.00,1908,North American Review Corporation,,Leo Tolstoy
russian,fla-TolstoyLN-mtc1-0019-007.tif,848,842-859,LYOF N. TOLSTOY.,--,--,--,"Howells, W. D.",North American Review,188,,12.00,1908,North American Review Corporation,,Leo Tolstoy
russian,fla-TolstoyLN-mtc1-0019-008.tif,849,842-859,LYOF N. TOLSTOY.,--,--,--,"Howells, W. D.",North American Review,188,,12.00,1908,North American Review Corporation,,Leo Tolstoy
russian,fla-TolstoyLN-mtc1-0019-009.tif,850,842-859,LYOF N. TOLSTOY.,--,--,--,"Howells, W. D.",North American Review,188,,12.00,1908,North American Review Corporation,,Leo Tolstoy
russian,fla-TolstoyLN-mtc1-0019-010.tif,851,842-859,LYOF N. TOLSTOY.,--,--,--,"Howells, W. D.",North American Review,188,,12.00,1908,North American Review Corporation,,Leo Tolstoy
russian,fla-TolstoyLN-mtc1-0019-011.tif,852,842-859,LYOF N. TOLSTOY.,--,--,--,"Howells, W. D.",North American Review,188,,12.00,1908,North American Review Corporation,,Leo Tolstoy
russian,fla-TolstoyLN-mtc1-0019-012.tif,853,842-859,LYOF N. TOLSTOY.,--,--,--,"Howells, W. D.",North American Review,188,,12.00,1908,North American Review Corporation,,Leo Tolstoy
russian,fla-TolstoyLN-mtc1-0019-013.tif,854,842-859,LYOF N. TOLSTOY.,--,--,--,"Howells, W. D.",North American Review,188,,12.00,1908,North American Review Corporation,,Leo Tolstoy
russian,fla-TolstoyLN-mtc1-0019-014.tif,855,842-859,LYOF N. TOLSTOY.,--,--,--,"Howells, W. D.",North American Review,188,,12.00,1908,North American Review Corporation,,Leo Tolstoy
russian,fla-TolstoyLN-mtc1-0019-015.tif,856,842-859,LYOF N. TOLSTOY.,--,--,--,"Howells, W. D.",North American Review,188,,12.00,1908,North American Review Corporation,,Leo Tolstoy
russian,fla-TolstoyLN-mtc1-0019-016.tif,857,842-859,LYOF N. TOLSTOY.,--,--,--,"Howells, W. D.",North American Review,188,,12.00,1908,North American Review Corporation,,Leo Tolstoy
russian,fla-TolstoyLN-mtc1-0019-017.tif,858,842-859,LYOF N. TOLSTOY.,--,--,--,"Howells, W. D.",North American Review,188,,12.00,1908,North American Review Corporation,,Leo Tolstoy
russian,fla-TolstoyLN-mtc1-0019-018.tif,859,842-859,LYOF N. TOLSTOY.,--,--,--,"Howells, W. D.",North American Review,188,,12.00,1908,North American Review Corporation,,Leo Tolstoy
russian,fla-TolstoyLN-mtc1-0020-001.tif,729,729-745,LYOF N. TOLSTOY*,"*Reprinted from the North American Review, December, 1908",--,--,"Howells, W. D.",North American Review,192,,12.00,1910,North American Review Corporation,,Leo Tolstoy
russian,fla-TolstoyLN-mtc1-0020-002.tif,730,729-745,LYOF N. TOLSTOY*,"*Reprinted from the North American Review, December, 1909",--,--,"Howells, W. D.",North American Review,192,,12.00,1910,North American Review Corporation,,Leo Tolstoy
russian,fla-TolstoyLN-mtc1-0020-003.tif,731,729-745,LYOF N. TOLSTOY*,"*Reprinted from the North American Review, December, 1910",--,--,"Howells, W. D.",North American Review,192,,12.00,1910,North American Review Corporation,,Leo Tolstoy
russian,fla-TolstoyLN-mtc1-0020-004.tif,732,729-745,LYOF N. TOLSTOY*,"*Reprinted from the North American Review, December, 1911",--,--,"Howells, W. D.",North American Review,192,,12.00,1910,North American Review Corporation,,Leo Tolstoy
russian,fla-TolstoyLN-mtc1-0020-005.tif,733,729-745,LYOF N. TOLSTOY*,"*Reprinted from the North American Review, December, 1912",--,--,"Howells, W. D.",North American Review,192,,12.00,1910,North American Review Corporation,,Leo Tolstoy
russian,fla-TolstoyLN-mtc1-0020-006.tif,734,729-745,LYOF N. TOLSTOY*,"*Reprinted from the North American Review, December, 1913",--,--,"Howells, W. D.",North American Review,192,,12.00,1910,North American Review Corporation,,Leo Tolstoy
russian,fla-TolstoyLN-mtc1-0020-007.tif,735,729-745,LYOF N. TOLSTOY*,"*Reprinted from the North American Review, December, 1914",--,--,"Howells, W. D.",North American Review,192,,12.00,1910,North American Review Corporation,,Leo Tolstoy
russian,fla-TolstoyLN-mtc1-0020-008.tif,736,729-745,LYOF N. TOLSTOY*,"*Reprinted from the North American Review, December, 1915",--,--,"Howells, W. D.",North American Review,192,,12.00,1910,North American Review Corporation,,Leo Tolstoy
russian,fla-TolstoyLN-mtc1-0020-009.tif,737,729-745,LYOF N. TOLSTOY*,"*Reprinted from the North American Review, December, 1916",--,--,"Howells, W. D.",North American Review,192,,12.00,1910,North American Review Corporation,,Leo Tolstoy
russian,fla-TolstoyLN-mtc1-0020-010.tif,738,729-745,LYOF N. TOLSTOY*,"*Reprinted from the North American Review, December, 1917",--,--,"Howells, W. D.",North American Review,192,,12.00,1910,North American Review Corporation,,Leo Tolstoy
russian,fla-TolstoyLN-mtc1-0020-011.tif,739,729-745,LYOF N. TOLSTOY*,"*Reprinted from the North American Review, December, 1918",--,--,"Howells, W. D.",North American Review,192,,12.00,1910,North American Review Corporation,,Leo Tolstoy
russian,fla-TolstoyLN-mtc1-0020-012.tif,740,729-745,LYOF N. TOLSTOY*,"*Reprinted from the North American Review, December, 1919",--,--,"Howells, W. D.",North American Review,192,,12.00,1910,North American Review Corporation,,Leo Tolstoy
russian,fla-TolstoyLN-mtc1-0020-013.tif,741,729-745,LYOF N. TOLSTOY*,"*Reprinted from the North American Review, December, 1920",--,--,"Howells, W. D.",North American Review,192,,12.00,1910,North American Review Corporation,,Leo Tolstoy
russian,fla-TolstoyLN-mtc1-0020-014.tif,742,729-745,LYOF N. TOLSTOY*,"*Reprinted from the North American Review, December, 1921",--,--,"Howells, W. D.",North American Review,192,,12.00,1910,North American Review Corporation,,Leo Tolstoy
russian,fla-TolstoyLN-mtc1-0020-015.tif,743,729-745,LYOF N. TOLSTOY*,"*Reprinted from the North American Review, December, 1922",--,--,"Howells, W. D.",North American Review,192,,12.00,1910,North American Review Corporation,,Leo Tolstoy
